Fecha,Concepto,Energia_Dia_kWh,Inc_Dia_Porc,Energia_Mes_kWh,Inc_Mes_Porc,Energia_Año_kWh,Inc_Año_Porc,Ultimos_365_Dias_kWh
2026/04/04,Generación de Otros Tipos,"694,609.031",7.202,"1,840,294.077",60.628,"31,593,232.088",2.248,"404,348,969.267"
2026/04/04,Total Generación,"93,904,409.747",-0.627,"401,695,004.232",30.509,"8,982,503,904.380",1.056,"34,209,584,221.069"
2026/04/04,Importación de Colombia,"144,702.364",-43.195,"746,640.414",24.039,"133,302,846.184",0.109,"494,401,367.064"
2026/04/04,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/04,Total Importación,"144,702.364",-43.195,"746,640.414",24.039,"133,302,918.817",0.109,"494,401,439.713"
2026/04/04,Exportación a Colombia,"138,283.606",52.846,"408,821.355",51.114,"8,520,604.171",1.650,"122,811,250.176"
2026/04/04,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/04,Total Exportación,"138,283.606",52.846,"408,821.355",51.114,"8,520,604.171",1.650,"123,313,453.112"
2026/04/04,Demanda Distribución,"86,475,632.727",0.004,"368,678,470.223",30.643,"8,396,117,053.735",1.041,"31,350,382,702.890"
2026/04/04,Total Pérdidas Transporte,"-2,857,049.441",41.101,"-7,400,189.395",62.887,"1,106,651.728",-72.080,"1,075,489,964.327"
2026/04/05,Generación Hidráulica,"70,337,407.192",-1.612,"378,710,411.480",22.809,"7,308,733,508.319",0.972,"29,318,524,546.314"
2026/04/05,Generación Vapor Bunker,"6,685,950.707",24.266,"30,956,995.856",27.547,"594,622,980.298",1.137,"1,578,457,024.777"
2026/04/05,Generación Turbinas a Gas,"1,924,439.812",-7.615,"10,438,995.503",22.602,"152,293,337.037",1.280,"474,018,159.055"
2026/04/05,Generación Turbinas a Diesel,"4,133,075.691",-11.291,"23,914,932.332",20.893,"299,872,438.565",1.398,"670,969,771.863"
2026/04/05,Generación Motores Bunker,"9,629,140.984",0.328,"48,543,389.370",24.745,"688,098,422.459",1.419,"1,757,006,981.604"
2026/04/05,Generación de Otros Tipos,"528,188.343",-23.959,"2,368,482.420",28.701,"32,121,420.431",1.672,"404,241,254.794"
2026/04/05,Total Generación,"93,238,202.729",-0.709,"494,933,206.961",23.211,"9,075,742,107.109",1.038,"34,203,217,738.407"
2026/04/05,Importación de Colombia,"141,633.514",-2.121,"888,273.928",18.969,"133,444,479.698",0.106,"494,404,384.069"
2026/04/05,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/05,Total Importación,"141,633.514",-2.121,"888,273.928",18.969,"133,444,552.331",0.106,"494,404,456.718"
2026/04/05,Exportación a Colombia,"127,757.668",-7.612,"536,579.023",31.250,"8,648,361.839",1.499,"122,805,774.361"
2026/04/05,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/05,Total Exportación,"127,757.668",-7.612,"536,579.023",31.250,"8,648,361.839",1.499,"123,307,977.297"
2026/04/05,Demanda Distribución,"84,650,839.802",-2.110,"453,329,310.025",22.961,"8,480,767,893.537",1.008,"31,346,928,033.019"
2026/04/05,Total Pérdidas Transporte,"-1,556,090.554",-45.535,"-8,956,279.949",21.028,"-449,438.826",-140.612,"1,066,137,948.411"
2026/04/06,Generación Hidráulica,"81,458,797.343",15.811,"460,169,208.823",21.510,"7,390,192,305.662",1.115,"29,316,885,892.648"
2026/04/06,Generación Vapor Bunker,"5,730,746.226",-14.287,"36,687,742.082",18.512,"600,353,726.524",0.964,"1,580,587,468.971"
2026/04/06,Generación Turbinas a Gas,"1,601,011.298",-16.806,"12,040,006.801",15.337,"153,894,348.335",1.051,"474,176,065.341"
2026/04/06,Generación Turbinas a Diesel,"4,693,353.820",13.556,"28,608,286.152",19.625,"304,565,792.385",1.565,"674,333,227.385"
2026/04/06,Generación Motores Bunker,"9,438,605.487",-1.979,"57,981,994.857",19.444,"697,537,027.946",1.372,"1,763,541,233.516"
2026/04/06,Generación de Otros Tipos,"645,378.816",22.187,"3,013,861.236",27.249,"32,766,799.247",2.009,"404,293,821.922"
2026/04/06,Total Generación,"103,567,892.990",11.079,"598,501,099.951",20.926,"9,179,310,000.099",1.141,"34,213,817,709.783"
2026/04/06,Importación de Colombia,"129,818.281",-8.342,"1,018,092.209",14.615,"133,574,297.979",0.097,"494,427,323.724"
2026/04/06,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/06,Total Importación,"129,818.281",-8.342,"1,018,092.209",14.615,"133,574,370.612",0.097,"494,427,396.373"
2026/04/06,Exportación a Colombia,"105,727.053",-17.244,"642,306.076",19.704,"8,754,088.892",1.223,"122,595,227.686"
2026/04/06,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/06,Total Exportación,"105,727.053",-17.244,"642,306.076",19.704,"8,754,088.892",1.223,"123,097,430.622"
2026/04/06,Demanda Distribución,"95,509,514.265",12.828,"548,838,824.290",21.068,"8,576,277,407.802",1.126,"31,360,006,743.857"
2026/04/06,Total Pérdidas Transporte,"-2,001,514.350",28.625,"-10,957,794.299",22.348,"-2,450,953.176",445.336,"1,057,305,876.239"
2026/04/07,Generación Hidráulica,"83,836,296.914",2.919,"544,005,505.737",18.219,"7,474,028,602.576",1.134,"29,310,661,550.629"
2026/04/07,Generación Vapor Bunker,"6,559,424.518",14.460,"43,247,166.600",17.879,"606,913,151.042",1.093,"1,582,480,264.405"
2026/04/07,Generación Turbinas a Gas,"1,574,043.029",-1.684,"13,614,049.830",13.073,"155,468,391.364",1.023,"474,238,295.124"
2026/04/07,Generación Turbinas a Diesel,"5,032,674.621",7.230,"33,640,960.773",17.592,"309,598,467.006",1.652,"677,496,558.172"
2026/04/07,Generación Motores Bunker,"9,205,378.268",-2.471,"67,187,373.125",15.876,"706,742,406.214",1.320,"1,768,946,999.143"
2026/04/07,Generación de Otros Tipos,"626,544.182",-2.918,"3,640,405.418",20.789,"33,393,343.429",1.912,"404,335,798.699"
2026/04/07,Total Generación,"106,834,361.532",3.154,"705,335,461.483",17.850,"9,286,144,361.631",1.164,"34,218,159,466.172"
2026/04/07,Importación de Colombia,"141,865.844",9.280,"1,159,958.053",13.934,"133,716,163.823",0.106,"494,450,487.046"
2026/04/07,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/07,Total Importación,"141,865.844",9.280,"1,159,958.053",13.934,"133,716,236.456",0.106,"494,450,559.695"
2026/04/07,Exportación a Colombia,"130,171.614",23.120,"772,477.690",20.266,"8,884,260.506",1.487,"122,506,574.117"
2026/04/07,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/07,Total Exportación,"130,171.614",23.120,"772,477.690",20.266,"8,884,260.506",1.487,"123,008,777.053"
2026/04/07,Demanda Distribución,"98,393,522.693",3.020,"647,232,346.983",17.928,"8,674,670,930.495",1.147,"31,365,778,546.926"
2026/04/07,Total Pérdidas Transporte,"-1,379,389.381",-31.083,"-12,337,183.680",12.588,"-3,830,342.557",56.280,"1,050,539,904.046"
2026/04/08,Generación Hidráulica,"84,008,378.281",0.205,"628,013,884.018",15.443,"7,558,036,980.857",1.124,"29,299,341,374.652"
